"YEAR","PRJ_CD","SAM","AREA","SITE","LAT","LON","GR","GRDEP","GRTEM","SIDEP","EFFDUR","EFFSTART","EFFEND","SITRAN","SITEM","GRDEPMIN","GRDEPMAX"
2019,"LOA_IA19_GL1",83,"FP","FP18",43.9481666666667,-76.9576666666667,"GL6B",17.6,16.2,17.5,23.5,2019-07-24 11:00:00,2019-07-25 10:30:00,"8.2",20.9,16.2,18.7
2019,"LOA_IA19_GL1",84,"FP","FP23",43.957,-76.926,"GL6B",23.8,14.3,22.5,23.51,2019-07-24 11:20:00,2019-07-25 10:51:00,"8.5",21,23.6,24
2019,"LOA_IA19_GL1",85,"FP","FP23",43.957,-76.926,"GL6B",23.8,14.3,22.5,23.51,2019-07-24 11:20:00,2019-07-25 10:51:00,"8.5",21,23.6,24
2019,"LOA_IA19_GL1",86,"FP","FP28",43.9608333333333,-76.893,"GL6B",29.5,9.1,27.5,23.58,2019-07-24 11:40:00,2019-07-25 11:15:00,"9.0",21.2,29.2,30
2019,"LOA_IA19_GL1",87,"FP","FP28",43.9608333333333,-76.893,"GL6B",29.5,9.1,27.5,23.58,2019-07-24 11:40:00,2019-07-25 11:15:00,"9.0",21.2,29.2,30
2019,"LOA_IA19_GL1",88,"BE","BE05",44.1525,-77.3413333333333,"GL6B",6,24.8,5,23.1,2019-07-24 12:49:00,2019-07-25 11:55:00,"1.5",26.1,5.9,6.2
2019,"LOA_IA19_GL1",89,"UB","U042",44.134,-77.4335,"GL6B",4.2,24.9,6,23.16,2019-07-24 12:15:00,2019-07-25 11:25:00,"1.5",25.7,3.6,5.2
2019,"LOA_IA19_GL1",90,"TR","TR05",44.106,-77.5103333333333,"GL6B",5.3,25.1,5,23.28,2019-07-24 11:43:00,2019-07-25 11:00:00,"2.25",25.6,5.2,5.6
2019,"LOA_IA19_GL1",91,"UB","U005",44.1111666666667,-77.5831666666667,"GL6B",2.75,24.5,3,23.48,2019-07-24 11:06:00,2019-07-25 10:35:00,"2.75",24.6,2.5,3.25
2019,"LOA_IA19_GL1",92,"EB","EB01",44.0665,-76.7756666666667,"GL6B",32,9.3,31,23.7,2019-07-22 10:38:00,2019-07-23 10:20:00,"5.5",21.5,31.5,32
2019,"LOA_IA19_GL1",93,"EB","EB01",44.0665,-76.7756666666667,"GL6B",32,9.3,31,23.7,2019-07-22 10:38:00,2019-07-23 10:20:00,"5.5",21.5,31.5,32
2019,"LOA_IA19_GL1",94,"EB","EB01",44.0665,-76.7756666666667,"GL6B",32,9.3,31,23.7,2019-07-22 10:38:00,2019-07-23 10:20:00,"5.5",21.5,31.5,32
2019,"LOA_IA19_GL1",95,"EB","EB02",44.0423333333333,-76.8395,"GL6B",31.5,8.9,30,23.66,2019-07-22 10:01:00,2019-07-23 09:41:00,"4.5",20.7,31.5,32
2019,"LOA_IA19_GL1",96,"EB","EB02",44.0423333333333,-76.8395,"GL6B",31.5,8.9,30,23.66,2019-07-22 10:01:00,2019-07-23 09:41:00,"4.5",20.7,31.5,32
2019,"LOA_IA19_GL1",97,"EB","EB02",44.0423333333333,-76.8395,"GL6B",31.5,8.9,30,23.66,2019-07-22 10:01:00,2019-07-23 09:41:00,"4.5",20.7,31.5,32
2019,"LOA_IA19_GL1",98,"EB","EB03",43.971,-76.8235,"GL6B",28.5,8.4,25,23.48,2019-07-22 11:26:00,2019-07-23 10:55:00,"4.5",21,28,29
2019,"LOA_IA19_GL1",99,"EB","EB03",43.971,-76.8235,"GL6B",28.5,8.4,25,23.48,2019-07-22 11:26:00,2019-07-23 10:55:00,"4.5",21,28,29
2019,"LOA_IA19_GL1",100,"EB","EB03",43.971,-76.8235,"GL6B",28.5,8.4,25,23.48,2019-07-22 11:26:00,2019-07-23 10:55:00,"4.5",21,28,29
2019,"LOA_IA19_GL1",101,"RP","RP08",43.9183333333333,-76.8698333333333,"GL6B",8.1,20.8,7.5,25.81,2019-07-23 09:43:00,2019-07-24 11:32:00,"6.7",21.7,8.1,8.2
2019,"LOA_IA19_GL1",102,"RP","RP08",43.9183333333333,-76.8698333333333,"GL6B",8.1,20.8,7.5,25.81,2019-07-23 09:43:00,2019-07-24 11:32:00,"6.7",21.7,8.1,8.2
2019,"LOA_IA19_GL1",103,"RP","RP13",43.9118333333333,-76.8701666666667,"GL6B",14.6,15.4,12.5,25.36,2019-07-23 09:53:00,2019-07-24 11:15:00,"7.5",21.8,14.4,14.8
2019,"LOA_IA19_GL1",104,"RP","RP13",43.9118333333333,-76.8701666666667,"GL6B",14.6,15.4,12.5,25.36,2019-07-23 09:53:00,2019-07-24 11:15:00,"7.5",21.8,14.4,14.8
2019,"LOA_IA19_GL1",105,"RP","RP18",43.902,-76.8695,"GL6B",19.4,14.7,17.5,24.81,2019-07-23 10:06:00,2019-07-24 10:55:00,"8.5",22.2,19.3,19.5
2019,"LOA_IA19_GL1",106,"RP","RP18",43.902,-76.8695,"GL6B",19.4,14.7,17.5,24.81,2019-07-23 10:06:00,2019-07-24 10:55:00,"8.5",22.2,19.3,19.5
2019,"LOA_IA19_GL1",107,"RP","RP23",43.8881666666667,-76.8586666666667,"GL6B",24.2,15.3,22.5,24.08,2019-07-23 10:25:00,2019-07-24 10:30:00,"6.4",22.4,24.1,24.3
2019,"LOA_IA19_GL1",108,"RP","RP23",43.8881666666667,-76.8586666666667,"GL6B",24.2,15.3,22.5,24.08,2019-07-23 10:25:00,2019-07-24 10:30:00,"6.4",22.4,24.1,24.3
2019,"LOA_IA19_GL1",109,"RP","RP28",43.8808333333333,-76.8556666666667,"GL6B",29.7,11.2,27.5,23.46,2019-07-23 10:37:00,2019-07-24 10:05:00,"8.0",22.5,29.5,30
2019,"LOA_IA19_GL1",110,"RP","RP28",43.8808333333333,-76.8556666666667,"GL6B",29.7,11.2,27.5,23.46,2019-07-23 10:37:00,2019-07-24 10:05:00,"8.0",22.5,29.5,30
2019,"LOA_IA19_GL1",111,"RP","0140",43.6873333333333,-76.793,"GL6C",137,3.9,140,26.13,2019-07-22 11:42:00,2019-07-23 13:50:00,"6.6",23.9,136,137
2019,"LOA_IA19_GL1",112,"RP","0140",43.6873333333333,-76.793,"GL6C",137,3.9,140,26.13,2019-07-22 11:42:00,2019-07-23 13:50:00,"6.6",23.9,136,137
2019,"LOA_IA19_GL1",113,"RP","0140",43.6873333333333,-76.793,"GL6C",137,3.9,140,26.13,2019-07-22 11:42:00,2019-07-23 13:50:00,"6.6",23.9,136,137
2019,"LOA_IA19_GL1",114,"RP","0100",43.7458333333333,-76.8253333333333,"GL6C",99.5,4.1,100,24.51,2019-07-22 12:19:00,2019-07-23 12:50:00,"7.3",24.1,98.5,99.7
2019,"LOA_IA19_GL1",115,"RP","0100",43.7458333333333,-76.8253333333333,"GL6C",99.5,4.1,100,24.51,2019-07-22 12:19:00,2019-07-23 12:50:00,"7.3",24.1,98.5,99.7
2019,"LOA_IA19_GL1",116,"RP","0100",43.7458333333333,-76.8253333333333,"GL6C",99.5,4.1,100,24.51,2019-07-22 12:19:00,2019-07-23 12:50:00,"7.3",24.1,98.5,99.7
2019,"LOA_IA19_GL1",117,"RP","0080",43.7731666666667,-76.8256666666667,"GL6C",80.5,4.2,80,23.4,2019-07-22 12:45:00,2019-07-23 12:09:00,"7.5",24.1,80.2,81.3
2019,"LOA_IA19_GL1",118,"RP","0080",43.7731666666667,-76.8256666666667,"GL6C",80.5,4.2,80,23.4,2019-07-22 12:45:00,2019-07-23 12:09:00,"7.5",24.1,80.2,81.3
2019,"LOA_IA19_GL1",119,"RP","0080",43.7731666666667,-76.8256666666667,"GL6C",80.5,4.2,80,23.4,2019-07-22 12:45:00,2019-07-23 12:09:00,"7.5",24.1,80.2,81.3
2019,"LOA_IA19_GL1",120,"RP","0060",43.8291666666667,-76.8395,"GL6C",61.2,5.7,60,25.86,2019-07-22 13:29:00,2019-07-23 15:21:00,"7.1",23.6,60.9,61.5
2019,"LOA_IA19_GL1",121,"RP","0060",43.8291666666667,-76.8395,"GL6C",61.2,5.7,60,25.86,2019-07-22 13:29:00,2019-07-23 15:21:00,"7.1",23.6,60.9,61.5
2019,"LOA_IA19_GL1",122,"RP","0060",43.8291666666667,-76.8395,"GL6C",61.2,5.7,60,25.86,2019-07-22 13:29:00,2019-07-23 15:21:00,"7.1",23.6,60.9,61.5
2019,"LOA_IA19_GL1",123,"RP","0050",43.8488333333333,-76.8321666666667,"GL6C",51.4,5,50,26.06,2019-07-22 13:54:00,2019-07-23 15:58:00,"6.5",24.3,51.3,51.9
2019,"LOA_IA19_GL1",124,"RP","0050",43.8488333333333,-76.8321666666667,"GL6C",51.4,5,50,26.06,2019-07-22 13:54:00,2019-07-23 15:58:00,"6.5",24.3,51.3,51.9
2019,"LOA_IA19_GL1",125,"RP","0050",43.8488333333333,-76.8321666666667,"GL6C",51.4,5,50,26.06,2019-07-22 13:54:00,2019-07-23 15:58:00,"6.5",24.3,51.3,51.9
2019,"LOA_IA19_GL1",126,"RP","0040",43.8656666666667,-76.8346666666667,"GL6C",42.6,8.1,40,20.61,2019-07-22 14:18:00,2019-07-23 10:55:00,"5.5",24.5,42.5,42.7
2019,"LOA_IA19_GL1",127,"RP","0040",43.8656666666667,-76.8346666666667,"GL6C",42.6,8.1,40,20.61,2019-07-22 14:18:00,2019-07-23 10:55:00,"5.5",24.5,42.5,42.7
2019,"LOA_IA19_GL1",128,"RP","0040",43.8656666666667,-76.8346666666667,"GL6C",42.6,8.1,40,20.61,2019-07-22 14:18:00,2019-07-23 10:55:00,"5.5",24.5,42.5,42.7
2019,"LOA_IA19_GL1",129,"LB","L053",44.1246666666667,-76.8765,"GL6B",27.3,14.1,35,23.18,2019-07-22 10:30:00,2019-07-23 09:41:00,"7.0",21.6,23.7,30.2
2019,"LOA_IA19_GL1",130,"LB","L039",44.1063333333333,-76.9151666666667,"GL6B",12.5,18,12,23.21,2019-07-22 10:54:00,2019-07-23 10:07:00,"8.0",21.8,11,12.9
2019,"LOA_IA19_GL1",131,"LB","L024",44.0816666666667,-76.9536666666667,"GL6B",2.7,21.1,3,23.16,2019-07-22 11:25:00,2019-07-23 10:35:00,"3.0",21.6,2.4,3
2019,"LOA_IA19_GL1",132,"LB","L018",44.062,-76.9771666666667,"GL6B",8.4,20.4,12,22.96,2019-07-22 12:07:00,2019-07-23 11:05:00,"3.75",21.4,6.8,10.9
2019,"LOA_IA19_GL1",133,"LB","L011",44.0586666666667,-77.0035,"GL6B",5.3,18.6,6,22.93,2019-07-22 12:36:00,2019-07-23 11:32:00,"4.25",18.8,4.9,5.5
2019,"LOA_IA19_GL1",134,"LB","L020",44.048,-76.9816666666667,"GL6B",15.4,13,20,22.93,2019-07-22 13:07:00,2019-07-23 12:03:00,"2.75",19,15.2,15.7
2019,"LOA_IA19_GL1",135,"LB","L042",44.0806666666667,-76.9161666666667,"GL6B",41,8.8,50,22.78,2019-07-22 13:42:00,2019-07-23 12:29:00,"3.5",20.1,39.1,42.7
2019,"LOA_IA19_GL1",136,"LB","L051",44.0985,-76.8916666666667,"GL6B",45.1,7.9,50,22.68,2019-07-22 14:04:00,2019-07-23 12:45:00,"4.5",20.3,44,45.2
2019,"LOA_IA19_GL1",137,"LB","L062",44.102,-76.8693333333333,"GL6B",6.3,20.1,12,21.73,2019-07-22 15:19:00,2019-07-23 13:03:00,"3.25",21,6,6.7
2019,"LOA_IA19_GL1",138,"LB","L066",44.1096666666667,-76.8595,"GL6B",13.5,16.5,20,23.75,2019-07-22 13:38:00,2019-07-23 13:23:00,"4.0",20.6,12.4,14.6
2019,"LOA_IA19_GL1",139,"EB","EB04",43.9918333333333,-76.6093333333333,"GL6B",31.5,6.8,27,23,2019-07-22 12:10:00,2019-07-23 11:10:00,"6.5",21.5,30.4,34
2019,"LOA_IA19_GL1",140,"EB","EB04",43.9918333333333,-76.6093333333333,"GL6B",31.5,6.8,27,23,2019-07-22 12:10:00,2019-07-23 11:10:00,"6.5",21.5,30.4,34
2019,"LOA_IA19_GL1",141,"EB","EB04",43.9918333333333,-76.6093333333333,"GL6B",31.5,6.8,27,23,2019-07-22 12:10:00,2019-07-23 11:10:00,"6.5",21.5,30.4,34
2019,"LOA_IA19_GL1",142,"EB","EB05",44.0003333333333,-76.572,"GL6B",29.8,9.2,29,22.95,2019-07-22 11:43:00,2019-07-23 10:40:00,"6.5",21.8,27.9,31.1
2019,"LOA_IA19_GL1",143,"EB","EB05",44.0003333333333,-76.572,"GL6B",29.8,9.2,29,22.95,2019-07-22 11:43:00,2019-07-23 10:40:00,"6.5",21.8,27.9,31.1
2019,"LOA_IA19_GL1",144,"EB","EB05",44.0003333333333,-76.572,"GL6B",29.8,9.2,29,22.95,2019-07-22 11:43:00,2019-07-23 10:40:00,"6.5",21.8,27.9,31.1
2019,"LOA_IA19_GL1",145,"EB","EB06",44.0366666666667,-76.709,"GL6B",30.5,10.6,30,23.35,2019-07-22 10:39:00,2019-07-23 10:00:00,"7.0",20.9,28.4,31.6
2019,"LOA_IA19_GL1",146,"EB","EB06",44.0366666666667,-76.709,"GL6B",30.5,10.6,30,23.35,2019-07-22 10:39:00,2019-07-23 10:00:00,"7.0",20.9,28.4,31.6
2019,"LOA_IA19_GL1",147,"EB","EB06",44.0366666666667,-76.709,"GL6B",30.5,10.6,30,23.35,2019-07-22 10:39:00,2019-07-23 10:00:00,"7.0",20.9,28.4,31.6
2019,"LOA_IA19_GL1",148,"WE","WE08",43.939,-77.3308333333333,"GL6B",8.1,20.7,7.5,22.48,2019-07-29 12:31:00,2019-07-30 11:00:00,"5.25",23.2,7.7,8.9
2019,"LOA_IA19_GL1",149,"WE","WE08",43.939,-77.3308333333333,"GL6B",8.1,20.7,7.5,22.48,2019-07-29 12:31:00,2019-07-30 11:00:00,"5.25",23.2,7.7,8.9
2019,"LOA_IA19_GL1",150,"WE","WE13",43.9253333333333,-77.338,"GL6B",13.3,13.8,12.5,22.5,2019-07-29 12:05:00,2019-07-30 10:35:00,"5.5",23.2,13.1,13.7
2019,"LOA_IA19_GL1",151,"WE","WE13",43.9253333333333,-77.338,"GL6B",13.3,13.8,12.5,22.5,2019-07-29 12:05:00,2019-07-30 10:35:00,"5.5",23.2,13.1,13.7
2019,"LOA_IA19_GL1",152,"WE","WE18",43.9183333333333,-77.3396666666667,"GL6B",18.1,12.7,17.5,22.56,2019-07-29 11:41:00,2019-07-30 10:15:00,"7.0",23.1,17.9,18.5
2019,"LOA_IA19_GL1",153,"WE","WE18",43.9183333333333,-77.3396666666667,"GL6B",18.1,12.7,17.5,22.56,2019-07-29 11:41:00,2019-07-30 10:15:00,"7.0",23.1,17.9,18.5
2019,"LOA_IA19_GL1",154,"WE","WE23",43.8983333333333,-77.3426666666667,"GL6B",22.9,13,22.5,22.5,2019-07-29 11:15:00,2019-07-30 09:45:00,"5.5",23,22.7,23.6
2019,"LOA_IA19_GL1",155,"WE","WE23",43.8983333333333,-77.3426666666667,"GL6B",22.9,13,22.5,22.5,2019-07-29 11:15:00,2019-07-30 09:45:00,"5.5",23,22.7,23.6
2019,"LOA_IA19_GL1",156,"WE","WE28",43.893,-77.3465,"GL6B",28.5,10.6,27.5,22.41,2019-07-29 10:55:00,2019-07-30 09:20:00,"6.0",22.8,28,29.9
2019,"LOA_IA19_GL1",157,"WE","WE28",43.893,-77.3465,"GL6B",28.5,10.6,27.5,22.41,2019-07-29 10:55:00,2019-07-30 09:20:00,"6.0",22.8,28,29.9
2019,"LOA_IA19_GL1",158,"BR","BR28",43.9386666666667,-77.6706666666667,"GL6B",29.5,9.6,27.5,23.3,2019-07-29 10:35:00,2019-07-30 09:53:00,"10.0",22.7,29.1,29.7
2019,"LOA_IA19_GL1",159,"BR","BR28",43.9386666666667,-77.6706666666667,"GL6B",29.5,9.6,27.5,23.3,2019-07-29 10:35:00,2019-07-30 09:53:00,"10.0",22.7,29.1,29.7
2019,"LOA_IA19_GL1",160,"BR","BR23",43.9535,-77.6756666666667,"GL6B",23.2,11.7,22.5,23.18,2019-07-29 10:59:00,2019-07-30 10:10:00,"9.5",22.1,22.9,23.5
2019,"LOA_IA19_GL1",161,"BR","BR23",43.9535,-77.6756666666667,"GL6B",23.2,11.7,22.5,23.18,2019-07-29 10:59:00,2019-07-30 10:10:00,"9.5",22.1,22.9,23.5
2019,"LOA_IA19_GL1",162,"BR","BR18",43.98,-77.6786666666667,"GL6B",18.3,11.3,17.5,23.23,2019-07-29 11:25:00,2019-07-30 10:39:00,"6.5",21.7,18,19.4
2019,"LOA_IA19_GL1",163,"BR","BR18",43.98,-77.6786666666667,"GL6B",18.3,11.3,17.5,23.23,2019-07-29 11:25:00,2019-07-30 10:39:00,"6.5",21.7,18,19.4
2019,"LOA_IA19_GL1",164,"BR","BR13",43.9855,-77.6805,"GL6B",14.1,15.5,12.5,23.21,2019-07-29 11:45:00,2019-07-30 10:58:00,"7.0",21.7,13.2,14.5
2019,"LOA_IA19_GL1",165,"BR","BR13",43.9855,-77.6805,"GL6B",14.1,15.5,12.5,23.21,2019-07-29 11:45:00,2019-07-30 10:58:00,"7.0",21.7,13.2,14.5
2019,"LOA_IA19_GL1",166,"BR","BR08",43.9926666666667,-77.6806666666667,"GL6B",7.3,20.7,7.5,23.28,2019-07-29 12:00:00,2019-07-30 11:17:00,"5.5",22,6,7.8
2019,"LOA_IA19_GL1",167,"BR","BR08",43.9926666666667,-77.6806666666667,"GL6B",7.3,20.7,7.5,23.28,2019-07-29 12:00:00,2019-07-30 11:17:00,"5.5",22,6,7.8
2019,"LOA_IA19_GL1",168,"MG","MG05",44.0153333333333,-77.6453333333333,"GL6B",6.2,22,5,23.25,2019-07-29 12:25:00,2019-07-30 11:40:00,"5.5",22.7,5.8,6.8
2019,"LOA_IA19_GL1",169,"MG","MG05",44.0153333333333,-77.6453333333333,"GL6B",6.2,22,5,23.25,2019-07-29 12:25:00,2019-07-30 11:40:00,"5.5",22.7,5.8,6.8
2019,"LOA_IA19_GL1",170,"CB","CB08",43.9501666666667,-78.1945,"GL6B",9.5,14.6,7.5,24.38,2019-07-30 09:52:00,2019-07-31 10:15:00,"3.0",18.8,9.5,9.8
2019,"LOA_IA19_GL1",171,"CB","CB08",43.9501666666667,-78.1945,"GL6B",9.5,14.6,7.5,24.38,2019-07-30 09:52:00,2019-07-31 10:15:00,"3.0",18.8,9.5,9.8
2019,"LOA_IA19_GL1",172,"CB","CB13",43.9426666666667,-78.1943333333333,"GL6B",14.3,13.7,12.5,24.6,2019-07-30 10:02:00,2019-07-31 10:38:00,"3.0",19,12.5,14.9
2019,"LOA_IA19_GL1",173,"CB","CB13",43.9426666666667,-78.1943333333333,"GL6B",14.3,13.7,12.5,24.6,2019-07-30 10:02:00,2019-07-31 10:38:00,"3.0",19,12.5,14.9
2019,"LOA_IA19_GL1",174,"CB","CB18",43.9368333333333,-78.1895,"GL6B",19.4,12.6,17.5,24.66,2019-07-30 10:15:00,2019-07-31 10:55:00,"3.0",20.1,19.3,19.5
2019,"LOA_IA19_GL1",175,"CB","CB18",43.9368333333333,-78.1895,"GL6B",19.4,12.6,17.5,24.66,2019-07-30 10:15:00,2019-07-31 10:55:00,"3.0",20.1,19.3,19.5
2019,"LOA_IA19_GL1",176,"CB","CB23",43.9308333333333,-78.1846666666667,"GL6B",24.1,12.5,22.5,24.83,2019-07-30 10:28:00,2019-07-31 11:18:00,"5.0",20.6,24.1,24.1
2019,"LOA_IA19_GL1",177,"CB","CB23",43.9308333333333,-78.1846666666667,"GL6B",24.1,12.5,22.5,24.83,2019-07-30 10:28:00,2019-07-31 11:18:00,"5.0",20.6,24.1,24.1
2019,"LOA_IA19_GL1",178,"CB","CB28",43.9248333333333,-78.1685,"GL6B",29,8.6,27.5,24.98,2019-07-30 10:39:00,2019-07-31 11:38:00,"7.0",20.8,28.9,29.1
2019,"LOA_IA19_GL1",179,"CB","CB28",43.9248333333333,-78.1685,"GL6B",29,8.6,27.5,24.98,2019-07-30 10:39:00,2019-07-31 11:38:00,"7.0",20.8,28.9,29.1
2019,"LOA_IA19_GL1",180,"CB","0040",43.9103333333333,-78.1663333333333,"GL6C",41.5,6.3,40,20.7,2019-07-29 14:14:00,2019-07-30 10:56:00,"7.5",21.4,41.2,41.8
2019,"LOA_IA19_GL1",181,"CB","0040",43.9103333333333,-78.1663333333333,"GL6C",41.5,6.3,40,20.7,2019-07-29 14:14:00,2019-07-30 10:56:00,"7.5",21.4,41.2,41.8
2019,"LOA_IA19_GL1",182,"CB","0040",43.9103333333333,-78.1663333333333,"GL6C",41.5,6.3,40,20.7,2019-07-29 14:14:00,2019-07-30 10:56:00,"7.5",21.4,41.2,41.8
2019,"LOA_IA19_GL1",183,"CB","0050",43.888,-78.1611666666667,"GL6C",51.4,4.9,50,21.88,2019-07-29 13:49:00,2019-07-30 11:42:00,"8.0",20.8,51.4,51.4
2019,"LOA_IA19_GL1",184,"CB","0050",43.888,-78.1611666666667,"GL6C",51.4,4.9,50,21.88,2019-07-29 13:49:00,2019-07-30 11:42:00,"8.0",20.8,51.4,51.4
2019,"LOA_IA19_GL1",185,"CB","0050",43.888,-78.1611666666667,"GL6C",51.4,4.9,50,21.88,2019-07-29 13:49:00,2019-07-30 11:42:00,"8.0",20.8,51.4,51.4
2019,"LOA_IA19_GL1",186,"CB","0060",43.8768333333333,-78.1526666666667,"GL6C",62.4,5.4,60,22.86,2019-07-29 13:28:00,2019-07-30 12:20:00,"8.5",20.8,62.1,62.5
2019,"LOA_IA19_GL1",187,"CB","0060",43.8768333333333,-78.1526666666667,"GL6C",62.4,5.4,60,22.86,2019-07-29 13:28:00,2019-07-30 12:20:00,"8.5",20.8,62.1,62.5
2019,"LOA_IA19_GL1",188,"CB","0060",43.8768333333333,-78.1526666666667,"GL6C",62.4,5.4,60,22.86,2019-07-29 13:28:00,2019-07-30 12:20:00,"8.5",20.8,62.1,62.5
2019,"LOA_IA19_GL1",189,"CB","0080",43.8006666666667,-78.1583333333333,"GL6C",82.4,4,80,24.56,2019-07-29 12:44:00,2019-07-30 13:18:00,"8.0",19.5,81.2,82.8
2019,"LOA_IA19_GL1",190,"CB","0080",43.8006666666667,-78.1583333333333,"GL6C",82.4,4,80,24.56,2019-07-29 12:44:00,2019-07-30 13:18:00,"8.0",19.5,81.2,82.8
2019,"LOA_IA19_GL1",191,"CB","0080",43.8006666666667,-78.1583333333333,"GL6C",82.4,4,80,24.56,2019-07-29 12:44:00,2019-07-30 13:18:00,"8.0",19.5,81.2,82.8
2019,"LOA_IA19_GL1",192,"CB","0100",43.7643333333333,-78.1473333333333,"GL6C",102,3.9,100,25.85,2019-07-29 12:14:00,2019-07-30 14:05:00,"7.5",19.7,102,102
2019,"LOA_IA19_GL1",193,"CB","0100",43.7643333333333,-78.1473333333333,"GL6C",102,3.9,100,25.85,2019-07-29 12:14:00,2019-07-30 14:05:00,"7.5",19.7,102,102
2019,"LOA_IA19_GL1",194,"CB","0100",43.7643333333333,-78.1473333333333,"GL6C",102,3.9,100,25.85,2019-07-29 12:14:00,2019-07-30 14:05:00,"7.5",19.7,102,102
2019,"LOA_IA19_GL1",195,"CB","0140",43.7175,-78.1246666666667,"GL6C",138,3.9,140,27.53,2019-07-29 11:38:00,2019-07-30 15:10:00,"8.0",19.5,138,138
2019,"LOA_IA19_GL1",196,"CB","0140",43.7175,-78.1246666666667,"GL6C",138,3.9,140,27.53,2019-07-29 11:38:00,2019-07-30 15:10:00,"8.0",19.5,138,138
2019,"LOA_IA19_GL1",197,"CB","0140",43.7175,-78.1246666666667,"GL6C",138,3.9,140,27.53,2019-07-29 11:38:00,2019-07-30 15:10:00,"8.0",19.5,138,138
2019,"LOA_IA19_GL1",198,"HB","HB08",44.1093333333333,-77.0258333333333,"GL6B",7.5,20.6,7.5,23.31,2019-07-29 09:44:00,2019-07-30 09:03:00,"2.0",24.8,7.5,7.9
2019,"LOA_IA19_GL1",199,"HB","HB13",44.0948333333333,-77.0706666666667,"GL6B",12.5,13.2,12.5,23.28,2019-07-29 10:02:00,2019-07-30 09:19:00,"2.0",24.1,13.2,13.6
2019,"LOA_IA19_GL1",200,"MB","M091",44.0308333333333,-77.1335,"GL6B",6,19.5,6,22.9,2019-07-29 11:03:00,2019-07-30 09:57:00,"3.9",21.6,5.1,6.1
2019,"LOA_IA19_GL1",201,"MB","M080",44.0533333333333,-77.0796666666667,"GL6B",14.4,10.1,20,23.15,2019-07-29 10:30:00,2019-07-30 09:39:00,"3.0",23.2,14.1,14.6
2019,"LOA_IA19_GL1",202,"WH","WH08",43.8445,-78.868,"GL6B",8,12.1,7.5,24.85,2019-07-31 11:30:00,2019-08-01 12:21:00,"4.0",16.7,6.4,8.8
2019,"LOA_IA19_GL1",203,"WH","WH08",43.8445,-78.868,"GL6B",8,12.1,7.5,24.85,2019-07-31 11:30:00,2019-08-01 12:21:00,"4.0",16.7,6.4,8.8
2019,"LOA_IA19_GL1",204,"WH","WH13",43.841,-78.865,"GL6B",12.5,11,12.5,24.35,2019-07-31 11:16:00,2019-08-01 11:37:00,"3.75",16.4,11,13.8
2019,"LOA_IA19_GL1",205,"WH","WH13",43.841,-78.865,"GL6B",12.5,11,12.5,24.35,2019-07-31 11:16:00,2019-08-01 11:37:00,"3.75",16.4,11,13.8
2019,"LOA_IA19_GL1",206,"WH","WH18",43.8333333333333,-78.8666666666667,"GL6B",18,10.2,17.5,23.86,2019-07-31 11:01:00,2019-08-01 10:53:00,"4.75",17.1,17.3,18.6
2019,"LOA_IA19_GL1",207,"WH","WH18",43.8333333333333,-78.8666666666667,"GL6B",18,10.2,17.5,23.86,2019-07-31 11:01:00,2019-08-01 10:53:00,"4.75",17.1,17.3,18.6
2019,"LOA_IA19_GL1",208,"WH","WH23",43.8335,-78.8625,"GL6B",22.8,7.3,22.5,23.76,2019-07-31 10:44:00,2019-08-01 10:30:00,"5.5",17.1,21.8,23.8
2019,"LOA_IA19_GL1",209,"WH","WH23",43.8335,-78.8625,"GL6B",22.8,7.3,22.5,23.76,2019-07-31 10:44:00,2019-08-01 10:30:00,"5.5",17.1,21.8,23.8
2019,"LOA_IA19_GL1",210,"WH","WH28",43.8255,-78.8688333333333,"GL6B",26.9,6.21,27.5,23.66,2019-07-31 10:24:00,2019-08-01 10:04:00,"6.0",17.3,26.2,27.2
2019,"LOA_IA19_GL1",211,"WH","WH28",43.8255,-78.8688333333333,"GL6B",26.9,6.21,27.5,23.66,2019-07-31 10:24:00,2019-08-01 10:04:00,"6.0",17.3,26.2,27.2
2019,"LOA_IA19_GL1",212,"RP","RP08",43.9171666666667,-76.8738333333333,"GL6B",7.7,22.6,7.5,23.05,2019-08-06 12:24:00,2019-08-07 11:27:00,"6.0",23.4,7.2,8.1
2019,"LOA_IA19_GL1",213,"RP","RP08",43.9171666666667,-76.8738333333333,"GL6B",7.7,22.6,7.5,23.05,2019-08-06 12:24:00,2019-08-07 11:27:00,"6.0",23.4,7.2,8.1
2019,"LOA_IA19_GL1",214,"RP","RP13",43.9105,-76.8913333333333,"GL6B",12.7,20.7,12.5,23.06,2019-08-06 12:07:00,2019-08-07 11:11:00,"6.0",23.3,12.1,13.2
2019,"LOA_IA19_GL1",215,"RP","RP13",43.9105,-76.8913333333333,"GL6B",12.7,20.7,12.5,23.06,2019-08-06 12:07:00,2019-08-07 11:11:00,"6.0",23.3,12.1,13.2
2019,"LOA_IA19_GL1",216,"RP","RP18",43.9011666666667,-76.8743333333333,"GL6B",18.6,16.5,17.5,23.11,2019-08-06 11:43:00,2019-08-07 10:50:00,"7.0",23.5,18.3,18.9
2019,"LOA_IA19_GL1",217,"RP","RP18",43.9011666666667,-76.8743333333333,"GL6B",18.6,16.5,17.5,23.11,2019-08-06 11:43:00,2019-08-07 10:50:00,"7.0",23.5,18.3,18.9
