"YEAR","PRJ_CD","SAM","AREA","SITE","LAT","LON","GR","GRDEP","GRTEM","SIDEP","EFFDUR","EFFSTART","EFFEND","SITRAN","SITEM","GRDEPMIN","GRDEPMAX"
2019,"LOA_IA19_GL1",68,"GI","GI08",44.0931666666667,-76.7908333333333,"GL6B",7.2,19.1,7.5,22.45,2019-07-15 12:21:00,2019-07-16 10:48:00,NA,20.1,7,8.1
2019,"LOA_IA19_GL1",69,"MS","MS08",44.171,-76.584,"GL6B",8.4,14.8,7.5,22.95,2019-07-15 12:25:00,2019-07-16 11:22:00,"5.9",21,7.9,9
2019,"LOA_IA19_GL1",70,"MS","MS13",44.1675,-76.5808333333333,"GL6B",12.5,12.9,12.5,23.08,2019-07-15 12:05:00,2019-07-16 11:10:00,"6.5",20.9,12.1,13.5
2019,"LOA_IA19_GL1",71,"MS","MS18",44.156,-76.577,"GL6B",16.5,11.7,17.5,23.2,2019-07-15 11:40:00,2019-07-16 10:52:00,"7.2",20.7,16.3,17.1
2019,"LOA_IA19_GL1",72,"MS","MS23",44.1413333333333,-76.5703333333333,"GL6B",23.8,11.3,22.5,24.28,2019-07-15 11:20:00,2019-07-16 11:37:00,"7.4",20.4,23,24
2019,"LOA_IA19_GL1",73,"MS","MS28",44.1328333333333,-76.5713333333333,"GL6B",29,9.5,27.5,23.33,2019-07-15 11:05:00,2019-07-16 10:25:00,"6.75",20.1,28.7,29.4
2019,"LOA_IA19_GL1",74,"MB","M062",44.0678333333333,-77.1006666666667,"GL6B",8.6,9.5,12,23.61,2019-07-15 10:49:00,2019-07-16 10:26:00,"2.5",24.6,8.4,8.8
2019,"LOA_IA19_GL1",75,"MB","M027",44.1436666666667,-76.977,"GL6B",2.7,2,3,23.38,2019-07-15 09:47:00,2019-07-16 09:10:00,"2.0",25.1,2.5,2.8
2019,"LOA_IA19_GL1",76,"MB","M088",44.0443333333333,-77.0651666666667,"GL6B",8.1,11.1,12,23.43,2019-07-15 10:28:00,2019-07-16 09:54:00,"3.0",23.3,7.8,8.3
2019,"LOA_IA19_GL1",77,"MB","M073",44.057,-77.0701666666667,"GL6B",14,10.7,20,22.91,2019-07-15 11:14:00,2019-07-16 10:09:00,"3.0",22.8,13.8,14.2
2019,"LOA_IA19_GL1",78,"FP","FP08",43.944,-77.0005,"GL6B",8.5,19.4,7.5,23.38,2019-07-24 10:27:00,2019-07-25 09:50:00,"7.0",20.7,8.3,9.1
2019,"LOA_IA19_GL1",79,"FP","FP08",43.944,-77.0005,"GL6B",8.5,19.4,7.5,23.38,2019-07-24 10:27:00,2019-07-25 09:50:00,"7.0",20.7,8.3,9.1
2019,"LOA_IA19_GL1",80,"FP","FP13",43.9453333333333,-76.9875,"GL6B",13.6,18.5,12.5,23.28,2019-07-24 10:48:00,2019-07-25 10:05:00,"8.2",20.8,12.9,14.1
2019,"LOA_IA19_GL1",81,"FP","FP13",43.9453333333333,-76.9875,"GL6B",13.6,18.5,12.5,23.28,2019-07-24 10:48:00,2019-07-25 10:05:00,"8.2",20.8,12.9,14.1
2019,"LOA_IA19_GL1",82,"FP","FP18",43.9481666666667,-76.9576666666667,"GL6B",17.6,16.2,17.5,23.5,2019-07-24 11:00:00,2019-07-25 10:30:00,"8.2",20.9,16.2,18.7
